id,masterCategory,subCategory,articleType,,,,,,,
14494,Footwear,Shoes,Casual Shoes,,,,,,,
6646,Footwear,Shoes,Sports Shoes,,,,,,,
47561,Footwear,Shoes,Flats,,,,,,,
17211,Accessories,Eyewear,Sunglasses,,,,,,,
23024,Apparel,Topwear,Tunics,,,,,,,
51404,Apparel,Topwear,Shirts,,,,,,,
55898,Personal Care,Nails,Nail Polish,,,,,,,
7794,Apparel,Topwear,Tshirts,,,,,,,
18259,Apparel,Topwear,Kurtas,,,,,,,
54176,Accessories,Jewellery,Necklace and Chains,,,,,,,
27484,Apparel,Innerwear,Briefs,,,,,,,
23818,Footwear,Flip Flops,Flip Flops,,,,,,,
48529,Footwear,Flip Flops,Flip Flops,,,,,,,
42013,Footwear,Shoes,Sports Shoes,,,,,,,
3334,Accessories,Bags,Backpacks,,,,,,,
26556,Footwear,Sandal,Sandals,,,,,,,
17023,Footwear,Shoes,Flats,,,,,,,
23216,Apparel,Topwear,Kurtas,,,,,,,
18857,Apparel,Topwear,Tshirts,,,,,,,
6474,Footwear,Shoes,Casual Shoes,,,,,,,
46681,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
19985,Apparel,Topwear,Tshirts,,,,,,,
51636,Accessories,Watches,Watches,,,,,,,
30601,Apparel,Topwear,Tshirts,,,,,,,
13483,Footwear,Shoes,Flats,,,,,,,
54344,Accessories,Socks,Socks,,,,,,,
55296,Personal Care,Makeup,Eyeshadow,,,,,,,
42221,Apparel,Topwear,Tops,,,,,,,
32156,Accessories,Socks,Socks,,,,,,,
56413,Footwear,Sandal,Sandals,,,,,,,
45838,Apparel,Topwear,Kurtas,,,,,,,
40576,Apparel,Topwear,Kurtas,,,,,,,
1651,Apparel,Topwear,Tshirts,,,,,,,
33084,Apparel,Topwear,Tshirts,,,,,,,
15774,Apparel,Innerwear,Briefs,,,,,,,
21541,Accessories,Bags,Handbags,,,,,,,
4323,Apparel,Topwear,Tshirts,,,,,,,
45004,Free Items,Free Gifts,Free Gifts,,,,,,,
20493,Accessories,Bags,Handbags,,,,,,,
58589,Accessories,Jewellery,Necklace and Chains,,,,,,,
11112,Apparel,Topwear,Shirts,,,,,,,
25327,Accessories,Watches,Watches,,,,,,,
32390,Apparel,Topwear,Shirts,,,,,,,
33242,Apparel,Topwear,Shirts,,,,,,,
57707,Personal Care,Lips,Lip Liner,,,,,,,
36730,Apparel,Topwear,Tops,,,,,,,
21787,Accessories,Belts,Belts,,,,,,,
44310,Apparel,Topwear,Shirts,,,,,,,
5037,Footwear,Shoes,Casual Shoes,,,,,,,
34067,Apparel,Topwear,Shirts,,,,,,,
47595,Footwear,Shoes,Heels,,,,,,,
50522,Apparel,Innerwear,Innerwear Vests,,,,,,,
43909,Apparel,Topwear,Kurtas,,,,,,,
28438,Accessories,Watches,Watches,,,,,,,
22102,Footwear,Shoes,Casual Shoes,,,,,,,
16337,Apparel,Topwear,Shirts,,,,,,,
46447,Accessories,Watches,Watches,,,,,,,
54182,Accessories,Bags,Handbags,,,,,,,
13645,Footwear,Shoes,Flats,,,,,,,
27470,Apparel,Innerwear,Camisoles,,,,,,,
2212,Apparel,Topwear,Tshirts,,,,,,,
43135,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
8728,Apparel,Topwear,Shirts,,,,,,,
12797,Apparel,Topwear,Tshirts,,,,,,,
35989,Apparel,Dress,Dresses,,,,,,,
55050,Personal Care,Lips,Lipstick,,,,,,,
50710,Apparel,Topwear,Tops,,,,,,,
6480,Apparel,Topwear,Tshirts,,,,,,,
34255,Apparel,Bottomwear,Track Pants,,,,,,,
46675,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
7552,Apparel,Topwear,Tshirts,,,,,,,
19971,Accessories,Headwear,Caps,,,,,,,
22330,Apparel,Topwear,Tshirts,,,,,,,
16105,Accessories,Eyewear,Sunglasses,,,,,,,
43307,Apparel,Topwear,Shirts,,,,,,,
13477,Footwear,Shoes,Casual Shoes,,,,,,,
27642,Apparel,Topwear,Tshirts,,,,,,,
26790,Apparel,Topwear,Shirts,,,,,,,
55262,Personal Care,Makeup,Kajal and Eyeliner,,,,,,,
16939,Accessories,Eyewear,Sunglasses,,,,,,,
31727,Accessories,Jewellery,Pendant,,,,,,,
41450,Footwear,Shoes,Casual Shoes,,,,,,,
11320,Apparel,Bottomwear,Jeans,,,,,,,
25115,Accessories,Bags,Clutches,,,,,,,
40582,Apparel,Topwear,Kurtas,,,,,,,
33070,Apparel,Topwear,Tshirts,,,,,,,
15780,Apparel,Innerwear,Briefs,,,,,,,
36502,Apparel,Topwear,Kurtas,,,,,,,
25929,Apparel,Bottomwear,Leggings,,,,,,,
44122,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
5205,Apparel,Topwear,Tshirts,,,,,,,
20467,Accessories,Wallets,Wallets,,,,,,,
14652,Apparel,Topwear,Tshirts,,,,,,,
7136,Apparel,Bottomwear,Track Pants,,,,,,,
22754,Apparel,Topwear,Kurtas,,,,,,,
8942,Apparel,Topwear,Shirts,,,,,,,
23686,Accessories,Wallets,Wallets,,,,,,,
34631,Footwear,Shoes,Sports Shoes,,,,,,,
19529,Apparel,Topwear,Tshirts,,,,,,,
3596,Footwear,Shoes,Casual Shoes,,,,,,,
30291,Apparel,Topwear,Tshirts,,,,,,,
43763,Accessories,Jewellery,Earrings,,,,,,,
13013,Footwear,Shoes,Heels,,,,,,,
27226,Apparel,Dress,Dresses,,,,,,,
57151,Apparel,Innerwear,Camisoles,,,,,,,
37888,Accessories,Socks,Socks,,,,,,,
58925,Accessories,Bags,Handbags,,,,,,,
33414,Accessories,Bags,Handbags,,,,,,,
41034,Accessories,Watches,Watches,,,,,,,
11744,Apparel,Topwear,Tshirts,,,,,,,
56083,Personal Care,Lips,Lip Gloss,,,,,,,
25571,Footwear,Shoes,Sports Shoes,,,,,,,
44546,Footwear,Sandal,Sandals,,,,,,,
5661,Apparel,Topwear,Tshirts,,,,,,,
20003,Apparel,Topwear,Tshirts,,,,,,,
52423,Apparel,Loungewear and Nightwear,Nightdress,,,,,,,
33626,Accessories,Wallets,Wallets,,,,,,,
24691,Footwear,Shoes,Casual Shoes,,,,,,,
57363,Apparel,Innerwear,Bra,,,,,,,
11576,Apparel,Topwear,Kurtis,,,,,,,
20231,Apparel,Topwear,Sweaters,,,,,,,
14004,Apparel,Topwear,Tshirts,,,,,,,
44774,Footwear,Shoes,Sports Shoes,,,,,,,
5453,Apparel,Bottomwear,Shorts,,,,,,,
37286,Apparel,Topwear,Tshirts,,,,,,,
4581,Apparel,Topwear,Tshirts,,,,,,,
36354,Accessories,Ties,Ties,,,,,,,
49857,Accessories,Watches,Watches,,,,,,,
16753,Accessories,Bags,Clutches,,,,,,,
7304,Apparel,Topwear,Tops,,,,,,,
34403,Apparel,Topwear,Tshirts,,,,,,,
27828,Accessories,Belts,Belts,,,,,,,
50146,Footwear,Shoes,Heels,,,,,,,
55434,Personal Care,Lips,Lipstick,,,,,,,
13221,Apparel,Topwear,Tshirts,,,,,,,
27014,Apparel,Bottomwear,Capris,,,,,,,
2676,Apparel,Topwear,Tshirts,,,,,,,
28860,Apparel,Topwear,Tshirts,,,,,,,
39581,Footwear,Shoes,Heels,,,,,,,
32169,Accessories,Socks,Socks,,,,,,,
10239,Accessories,Watches,Watches,,,,,,,
38453,Accessories,Bags,Handbags,,,,,,,
40549,Accessories,Watches,Watches,,,,,,,
59464,Accessories,Jewellery,Ring,,,,,,,
14699,Apparel,Bottomwear,Trousers,,,,,,,
33887,Accessories,Watches,Watches,,,,,,,
23229,Apparel,Topwear,Kurtas,,,,,,,
18868,Apparel,Bottomwear,Shorts,,,,,,,
7599,Footwear,Shoes,Sports Shoes,,,,,,,
51609,Apparel,Bottomwear,Trousers,,,,,,,
48724,Accessories,Jewellery,Earrings,,,,,,,
9403,Footwear,Shoes,Sports Shoes,,,,,,,
17820,Footwear,Sandal,Sandals,,,,,,,
27689,Accessories,Bags,Handbags,,,,,,,
18054,Accessories,Wallets,Wallets,,,,,,,
19186,Apparel,Topwear,Shirts,,,,,,,
3139,Footwear,Shoes,Heels,,,,,,,
54975,Apparel,Topwear,Shirts,,,,,,,
6679,Footwear,Sandal,Sports Sandals,,,,,,,
42810,Apparel,Innerwear,Briefs,,,,,,,
29521,Accessories,Watches,Watches,,,,,,,
18266,Apparel,Topwear,Kurtas,,,,,,,
54149,Accessories,Jewellery,Necklace and Chains,,,,,,,
34890,Accessories,Bags,Handbags,,,,,,,
23827,Footwear,Flip Flops,Flip Flops,,,,,,,
48516,Apparel,Topwear,Tops,,,,,,,
9631,Apparel,Topwear,Shirts,,,,,,,
4912,Apparel,Topwear,Tops,,,,,,,
38661,Footwear,Shoes,Sports Shoes,,,,,,,
33289,Apparel,Topwear,Shirts,,,,,,,
45209,Accessories,Watches,Watches,,,,,,,
59656,Apparel,Saree,Sarees,,,,,,,
15579,Apparel,Topwear,Shirts,,,,,,,
10837,Apparel,Topwear,Tshirts,,,,,,,
37629,Apparel,Topwear,Tshirts,,,,,,,
16798,Apparel,Bottomwear,Trousers,,,,,,,
31986,Accessories,Socks,Socks,,,,,,,
29145,Apparel,Topwear,Tops,,,,,,,
26931,Apparel,Topwear,Tops,,,,,,,
28097,Apparel,Innerwear,Briefs,,,,,,,
30854,Apparel,Topwear,Kurtas,,,,,,,
8387,Apparel,Topwear,Tshirts,,,,,,,
29979,Accessories,Watches,Watches,,,,,,,
12338,Apparel,Bottomwear,Jeans,,,,,,,
18602,Footwear,Shoes,Sports Shoes,,,,,,,
48172,Accessories,Wallets,Wallets,,,,,,,
9255,Apparel,Topwear,Shirts,,,,,,,
30068,Accessories,Watches,Watches,,,,,,,
38205,Accessories,Eyewear,Sunglasses,,,,,,,
25788,Apparel,Topwear,Suspenders,,,,,,,
15921,Accessories,Bags,Backpacks,,,,,,,
1804,Apparel,Bottomwear,Shorts,,,,,,,
53708,Accessories,Bags,Handbags,,,,,,,
5498,Apparel,Topwear,Tshirts,,,,,,,
21328,Accessories,Eyewear,Sunglasses,,,,,,,
59232,Accessories,Watches,Watches,,,,,,,
24468,Footwear,Shoes,Casual Shoes,,,,,,,
38037,Accessories,Watches,Watches,,,,,,,
21926,Apparel,Topwear,Kurtas,,,,,,,
36991,Accessories,Bags,Handbags,,,,,,,
56048,Personal Care,Lips,Lipstick,,,,,,,
56874,Footwear,Shoes,Heels,,,,,,,
4778,Apparel,Topwear,Tshirts,,,,,,,
12936,Apparel,Topwear,Shirts,,,,,,,
8989,Footwear,Shoes,Casual Shoes,,,,,,,
47308,Accessories,Bags,Clutches,,,,,,,
48340,Accessories,Jewellery,Necklace and Chains,,,,,,,
9067,Apparel,Topwear,Shirts,,,,,,,
18430,Accessories,Bags,Laptop Bag,,,,,,,
6813,Footwear,Shoes,Casual Shoes,,,,,,,
31972,Footwear,Shoes,Sports Shoes,,,,,,,
49868,Accessories,Watches,Watches,,,,,,,
22559,Personal Care,Fragrance,Deodorant,,,,,,,
28063,Apparel,Innerwear,Briefs,,,,,,,
50179,Accessories,Bags,Handbags,,,,,,,
51897,Accessories,Wallets,Wallets,,,,,,,
8373,Accessories,Bags,Backpacks,,,,,,,
49054,Accessories,Jewellery,Ring,,,,,,,
19724,Apparel,Topwear,Shirts,,,,,,,
46820,Footwear,Shoes,Heels,,,,,,,
48186,Accessories,Bags,Handbags,,,,,,,
50945,Apparel,Bottomwear,Jeans,,,,,,,
2649,Accessories,Bags,Handbags,,,,,,,
14807,Accessories,Bags,Handbags,,,,,,,
33619,Accessories,Wallets,Wallets,,,,,,,
11549,Apparel,Topwear,Kurtas,,,,,,,
41239,Accessories,Belts,Belts,,,,,,,
39323,Apparel,Bottomwear,Shorts,,,,,,,
58314,Accessories,Socks,Socks,,,,,,,
57952,Apparel,Saree,Sarees,,,,,,,
44579,Apparel,Bottomwear,Jeans,,,,,,,
41837,Footwear,Shoes,Casual Shoes,,,,,,,
56880,Footwear,Shoes,Heels,,,,,,,
7109,Accessories,Bags,Backpacks,,,,,,,
28251,Personal Care,Fragrance,Deodorant,,,,,,,
13810,Accessories,Mufflers,Mufflers,,,,,,,
7935,Apparel,Bottomwear,Shorts,,,,,,,
55639,Footwear,Shoes,Heels,,,,,,,
19516,Apparel,Topwear,Sweaters,,,,,,,
8141,Accessories,Watches,Watches,,,,,,,
49266,Accessories,Socks,Socks,,,,,,,
9093,Accessories,Bags,Handbags,,,,,,,
27219,Apparel,Dress,Dresses,,,,,,,
39575,Footwear,Shoes,Heels,,,,,,,
44921,Apparel,Bottomwear,Shorts,,,,,,,
52078,Apparel,Topwear,Tshirts,,,,,,,
33873,Accessories,Watches,Watches,,,,,,,
58542,Accessories,Eyewear,Sunglasses,,,,,,,
20458,Accessories,Bags,Handbags,,,,,,,
28635,Footwear,Shoes,Sports Shoes,,,,,,,
2823,Footwear,Shoes,Formal Shoes,,,,,,,
13448,Apparel,Topwear,Shirts,,,,,,,
19172,Apparel,Topwear,Tshirts,,,,,,,
16906,Apparel,Topwear,Sweatshirts,,,,,,,
31718,Accessories,Jewellery,Earrings,,,,,,,
8525,Accessories,Bags,Duffel Bag,,,,,,,
49602,Footwear,Shoes,Heels,,,,,,,
54981,Apparel,Topwear,Shirts,,,,,,,
34058,Apparel,Bottomwear,Capris,,,,,,,
43936,Footwear,Shoes,Heels,,,,,,,
55853,Personal Care,Nails,Nail Polish,,,,,,,
46478,Accessories,Watches,Watches,,,,,,,
34864,Accessories,Bags,Handbags,,,,,,,
18292,Apparel,Topwear,Kurtas,,,,,,,
19340,Apparel,Topwear,Jackets,,,,,,,
25318,Accessories,Watches,Watches,,,,,,,
5834,Apparel,Topwear,Tshirts,,,,,,,
57738,Personal Care,Makeup,Kajal and Eyeliner,,,,,,,
11911,Footwear,Sandal,Sandals,,,,,,,
58770,Apparel,Topwear,Shirts,,,,,,,
53398,Apparel,Topwear,Kurtas,,,,,,,
5008,Apparel,Dress,Dresses,,,,,,,
24696,Footwear,Sandal,Sandals,,,,,,,
33621,Accessories,Wallets,Wallets,,,,,,,
25744,Accessories,Wallets,Wallets,,,,,,,
11571,Apparel,Topwear,Kurtas,,,,,,,
5454,Apparel,Bottomwear,Shorts,,,,,,,
37281,Apparel,Topwear,Tshirts,,,,,,,
44773,Footwear,Shoes,Sports Shoes,,,,,,,
14003,Apparel,Topwear,Tshirts,,,,,,,
20236,Apparel,Topwear,Tshirts,,,,,,,
52616,Accessories,Bags,Handbags,,,,,,,
4586,Accessories,Bags,Backpacks,,,,,,,
36353,Accessories,Ties,Ties,,,,,,,
7303,Apparel,Topwear,Tops,,,,,,,
16754,Accessories,Bags,Clutches,,,,,,,
22561,Accessories,Bags,Handbags,,,,,,,
29189,Accessories,Bags,Laptop Bag,,,,,,,
17686,Footwear,Shoes,Heels,,,,,,,
30898,Apparel,Bottomwear,Salwar,,,,,,,
34404,Apparel,Topwear,Tshirts,,,,,,,
55433,Personal Care,Lips,Lipstick,,,,,,,
46818,Footwear,Shoes,Heels,,,,,,,
31176,Apparel,Topwear,Tops,,,,,,,
43556,Accessories,Socks,Socks,,,,,,,
2671,Accessories,Bags,Handbags,,,,,,,
27013,Apparel,Bottomwear,Capris,,,,,,,
13226,Apparel,Topwear,Tshirts,,,,,,,
22753,Apparel,Topwear,Kurtas,,,,,,,
7131,Apparel,Bottomwear,Track Pants,,,,,,,
46216,Apparel,Dress,Dresses,,,,,,,
13828,Apparel,Topwear,Sweaters,,,,,,,
34636,Footwear,Shoes,Casual Shoes,,,,,,,
28269,Personal Care,Fragrance,Deodorant,,,,,,,
3591,Footwear,Shoes,Casual Shoes,,,,,,,
27221,Apparel,Topwear,Tops,,,,,,,
13014,Footwear,Shoes,Heels,,,,,,,
30296,Apparel,Topwear,Tshirts,,,,,,,
33413,Accessories,Bags,Handbags,,,,,,,
58922,Accessories,Accessories,Accessory Gift Set,,,,,,,
57156,Apparel,Topwear,Tshirts,,,,,,,
10691,Apparel,Topwear,Tshirts,,,,,,,
25576,Footwear,Shoes,Sports Shoes,,,,,,,
11743,Apparel,Topwear,Tshirts,,,,,,,
56084,Personal Care,Lips,Lip Gloss,,,,,,,
39129,Apparel,Bottomwear,Leggings,,,,,,,
20004,Apparel,Topwear,Tshirts,,,,,,,
5666,Apparel,Topwear,Tshirts,,,,,,,
44541,Footwear,Sandal,Sandals,,,,,,,
52424,Apparel,Loungewear and Nightwear,Nightdress,,,,,,,
6487,Footwear,Shoes,Formal Shoes,,,,,,,
34252,Apparel,Bottomwear,Shorts,,,,,,,
50717,Apparel,Topwear,Tshirts,,,,,,,
16102,Accessories,Eyewear,Sunglasses,,,,,,,
22337,Apparel,Topwear,Tshirts,,,,,,,
7555,Apparel,Topwear,Tshirts,,,,,,,
19976,Apparel,Topwear,Tshirts,,,,,,,
27645,Apparel,Topwear,Tshirts,,,,,,,
13470,Apparel,Dress,Dresses,,,,,,,
43300,Footwear,Flip Flops,Flip Flops,,,,,,,
2027,Apparel,Topwear,Tshirts,,,,,,,
31720,Accessories,Jewellery,Earrings,,,,,,,
55265,Personal Care,Makeup,Kajal and Eyeliner,,,,,,,
26797,Apparel,Topwear,Shirts,,,,,,,
25112,Accessories,Belts,Belts,,,,,,,
11327,Apparel,Bottomwear,Jeans,,,,,,,
41457,Footwear,Sandal,Sandals,,,,,,,
33077,Apparel,Topwear,Tshirts,,,,,,,
40585,Apparel,Topwear,Kurtas,,,,,,,
57532,Footwear,Shoes,Formal Shoes,,,,,,,
44919,Apparel,Bottomwear,Shorts,,,,,,,
36505,Accessories,Bags,Handbags,,,,,,,
15787,Apparel,Innerwear,Briefs,,,,,,,
20460,Accessories,Bags,Handbags,,,,,,,
5202,Apparel,Topwear,Tshirts,,,,,,,
44125,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
41665,Apparel,Topwear,Shirts,,,,,,,
32397,Apparel,Topwear,Shirts,,,,,,,
25320,Accessories,Watches,Watches,,,,,,,
11115,Apparel,Topwear,Shirts,,,,,,,
57700,Personal Care,Skin,Face Moisturisers,,,,,,,
33245,Apparel,Topwear,Shirts,,,,,,,
11929,Footwear,Shoes,Sports Shoes,,,,,,,
36737,Apparel,Topwear,Tshirts,,,,,,,
50525,Apparel,Innerwear,Briefs,,,,,,,
47592,Footwear,Shoes,Heels,,,,,,,
34060,Apparel,Bottomwear,Shorts,,,,,,,
7767,Apparel,Bottomwear,Track Pants,,,,,,,
46440,Accessories,Watches,Watches,,,,,,,
16330,Apparel,Bottomwear,Trousers,,,,,,,
22105,Footwear,Shoes,Casual Shoes,,,,,,,
43132,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
2215,Footwear,Sandal,Sandals,,,,,,,
27477,Apparel,Innerwear,Bra,,,,,,,
54185,Accessories,Bags,Handbags,,,,,,,
13642,Footwear,Shoes,Casual Shoes,,,,,,,
12790,Apparel,Topwear,Tshirts,,,,,,,
55057,Personal Care,Lips,Lipstick,,,,,,,
49408,Footwear,Shoes,Casual Shoes,,,,,,,
22939,Accessories,Watches,Watches,,,,,,,
18850,Apparel,Topwear,Tshirts,,,,,,,
6473,Apparel,Topwear,Tshirts,,,,,,,
23211,Apparel,Topwear,Kurtas,,,,,,,
17024,Footwear,Flip Flops,Flip Flops,,,,,,,
51631,Accessories,Watches,Watches,,,,,,,
19982,Apparel,Topwear,Tshirts,,,,,,,
46686,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
13484,Footwear,Shoes,Casual Shoes,,,,,,,
54343,Accessories,Socks,Socks,,,,,,,
17818,Footwear,Shoes,Casual Shoes,,,,,,,
30606,Apparel,Bottomwear,Shorts,,,,,,,
3101,Apparel,Topwear,Tshirts,,,,,,,
42226,Apparel,Topwear,Tops,,,,,,,
55291,Personal Care,Lips,Lip Gloss,,,,,,,
12556,Apparel,Topwear,Tshirts,,,,,,,
56414,Footwear,Sandal,Sandals,,,,,,,
52888,Apparel,Saree,Sarees,,,,,,,
1656,Accessories,Headwear,Caps,,,,,,,
33083,Apparel,Topwear,Tshirts,,,,,,,
40571,Apparel,Topwear,Kurtas,,,,,,,
45003,Accessories,Watches,Watches,,,,,,,
4324,Apparel,Topwear,Tshirts,,,,,,,
21546,Accessories,Bags,Handbags,,,,,,,
15773,Apparel,Innerwear,Briefs,,,,,,,
20494,Accessories,Wallets,Wallets,,,,,,,
37423,Accessories,Bags,Handbags,,,,,,,
41691,Footwear,Shoes,Heels,,,,,,,
32363,Accessories,Watches,Watches,,,,,,,
56626,Personal Care,Skin,Face Moisturisers,,,,,,,
10033,Apparel,Bottomwear,Shorts,,,,,,,
38659,Footwear,Shoes,Casual Shoes,,,,,,,
40743,Accessories,Headwear,Caps,,,,,,,
21774,Accessories,Belts,Belts,,,,,,,
45231,Accessories,Watches,Watches,,,,,,,
37611,Apparel,Topwear,Tshirts,,,,,,,
14493,Footwear,Shoes,Casual Shoes,,,,,,,
17216,Accessories,Eyewear,Sunglasses,,,,,,,
47566,Footwear,Shoes,Heels,,,,,,,
34094,Apparel,Topwear,Tops,,,,,,,
6641,Footwear,Shoes,Sports Shoes,,,,,,,
35146,Accessories,Bags,Clutches,,,,,,,
7793,Apparel,Topwear,Tshirts,,,,,,,
51403,Apparel,Topwear,Shirts,,,,,,,
29519,Accessories,Watches,Watches,,,,,,,
42828,Sporting Goods,Wristbands,Wristbands,,,,,,,
9609,Apparel,Topwear,Shirts,,,,,,,
27483,Apparel,Innerwear,Bra,,,,,,,
54171,Accessories,Jewellery,Necklace and Chains,,,,,,,
26551,Footwear,Shoes,Casual Shoes,,,,,,,
3333,Accessories,Bags,Backpacks,,,,,,,
10457,Apparel,Topwear,Tshirts,,,,,,,
57390,Apparel,Innerwear,Briefs,,,,,,,
24662,Footwear,Shoes,Casual Shoes,,,,,,,
15919,Accessories,Bags,Backpacks,,,,,,,
11585,Apparel,Topwear,Kurtis,,,,,,,
21310,Accessories,Eyewear,Sunglasses,,,,,,,
15125,Apparel,Bottomwear,Trousers,,,,,,,
45655,Apparel,Innerwear,Briefs,,,,,,,
4572,Footwear,Shoes,Sports Shoes,,,,,,,
26909,Apparel,Topwear,Tops,,,,,,,
22595,Apparel,Topwear,Tshirts,,,,,,,
23447,Apparel,Topwear,Tops,,,,,,,
48976,Accessories,Jewellery,Ring,,,,,,,
17672,Footwear,Shoes,Heels,,,,,,,
6225,Apparel,Topwear,Tshirts,,,,,,,
26135,Apparel,Bottomwear,Trousers,,,,,,,
3757,Apparel,Topwear,Tshirts,,,,,,,
31182,Accessories,Accessories,Accessory Gift Set,,,,,,,
29941,Accessories,Watches,Watches,,,,,,,
49098,Personal Care,Eyes,Eyeshadow,,,,,,,
28893,Apparel,Innerwear,Briefs,,,,,,,
2685,Apparel,Topwear,Tshirts,,,,,,,
30050,Accessories,Watches,Watches,,,,,,,
50989,Apparel,Innerwear,Briefs,,,,,,,
54515,Footwear,Shoes,Sports Shoes,,,,,,,
51255,Accessories,Belts,Belts,,,,,,,
35710,Footwear,Shoes,Sports Shoes,,,,,,,
47330,Accessories,Bags,Handbags,,,,,,,
6017,Apparel,Topwear,Shirts,,,,,,,
23675,Footwear,Sandal,Sandals,,,,,,,
9863,Apparel,Topwear,Tshirts,,,,,,,
50387,Accessories,Watches,Watches,,,,,,,
17440,Accessories,Watches,Watches,,,,,,,
3565,Footwear,Shoes,Casual Shoes,,,,,,,
42642,Apparel,Topwear,Kurtas,,,,,,,
12132,Apparel,Topwear,Kurtas,,,,,,,
18408,Footwear,Flip Flops,Flip Flops,,,,,,,
54727,Apparel,Topwear,Kurtas,,,,,,,
43790,Accessories,Jewellery,Earrings,,,,,,,
48378,Apparel,Bottomwear,Jeans,,,,,,,
30262,Footwear,Shoes,Casual Shoes,,,,,,,
10665,Apparel,Topwear,Tshirts,,,,,,,
24450,Footwear,Shoes,Casual Shoes,,,,,,,
25582,Footwear,Shoes,Sports Shoes,,,,,,,
56070,Personal Care,Lips,Lip Liner,,,,,,,
32535,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
38833,Apparel,Topwear,Tunics,,,,,,,
40929,Apparel,Bottomwear,Jeans,,,,,,,
37047,Accessories,Belts,Belts,,,,,,,
5692,Footwear,Shoes,Casual Shoes,,,,,,,
4740,Footwear,Shoes,Casual Shoes,,,,,,,
21122,Apparel,Topwear,Shirts,,,,,,,
59038,Footwear,Shoes,Flats,,,,,,,
15317,Apparel,Topwear,Sweatshirts,,,,,,,
28400,Accessories,Eyewear,Sunglasses,,,,,,,
43931,Footwear,Shoes,Heels,,,,,,,
54986,Apparel,Topwear,Tops,,,,,,,
7758,Apparel,Topwear,Tshirts,,,,,,,
55854,Personal Care,Nails,Nail Polish,,,,,,,
18295,Apparel,Topwear,Kurtas,,,,,,,
34863,Footwear,Shoes,Casual Shoes,,,,,,,
27448,Apparel,Topwear,Tshirts,,,,,,,
55068,Personal Care,Lips,Lip Gloss,,,,,,,
8710,Accessories,Eyewear,Sunglasses,,,,,,,
39740,Footwear,Sandal,Sandals,,,,,,,
5833,Apparel,Topwear,Tshirts,,,,,,,
40788,Footwear,Shoes,Casual Shoes,,,,,,,
38692,Accessories,Bags,Handbags,,,,,,,
11916,Footwear,Sandal,Sandals,,,,,,,
36708,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
11318,Apparel,Bottomwear,Jeans,,,,,,,
39572,Footwear,Shoes,Heels,,,,,,,
41468,Footwear,Shoes,Casual Shoes,,,,,,,
33048,Apparel,Topwear,Kurtas,,,,,,,
53991,Accessories,Bags,Handbags,,,,,,,
44926,Apparel,Topwear,Shirts,,,,,,,
58545,Accessories,Eyewear,Sunglasses,,,,,,,
33874,Accessories,Watches,Watches,,,,,,,
50728,Footwear,Sandal,Sandals,,,,,,,
2824,Footwear,Shoes,Formal Shoes,,,,,,,
28632,Apparel,Bottomwear,Capris,,,,,,,
22308,Footwear,Shoes,Heels,,,,,,,
19949,Apparel,Topwear,Sweatshirts,,,,,,,
54388,Accessories,Bags,Handbags,,,,,,,
49605,Footwear,Shoes,Heels,,,,,,,
16901,Apparel,Topwear,Tshirts,,,,,,,
8522,Accessories,Bags,Backpacks,,,,,,,
19175,Apparel,Topwear,Shirts,,,,,,,
20807,Footwear,Shoes,Sports Shoes,,,,,,,
57169,Apparel,Topwear,Tops,,,,,,,
25549,Apparel,Topwear,Tshirts,,,,,,,
58121,Accessories,Jewellery,Earrings,,,,,,,
5659,Apparel,Topwear,Tshirts,,,,,,,
56887,Footwear,Shoes,Heels,,,,,,,
41830,Footwear,Shoes,Casual Shoes,,,,,,,
29384,Apparel,Topwear,Shirts,,,,,,,
34609,Apparel,Innerwear,Briefs,,,,,,,
28256,Personal Care,Fragrance,Deodorant,,,,,,,
42689,Footwear,Shoes,Flats,,,,,,,
8146,Accessories,Watches,Watches,,,,,,,
7932,Apparel,Loungewear and Nightwear,Lounge Pants,,,,,,,
19511,Accessories,Belts,Belts,,,,,,,
9094,Accessories,Bags,Handbags,,,,,,,
31975,Footwear,Shoes,Sports Shoes,,,,,,,
28064,Apparel,Innerwear,Trunk,,,,,,,
27810,Accessories,Belts,Belts,,,,,,,
46827,Footwear,Shoes,Heels,,,,,,,
19723,Apparel,Topwear,Shirts,,,,,,,
51890,Accessories,Wallets,Wallets,,,,,,,
31149,Apparel,Topwear,Tshirts,,,,,,,
8374,Accessories,Bags,Backpacks,,,,,,,
50942,Apparel,Bottomwear,Jeans,,,,,,,
43569,Accessories,Bags,Backpacks,,,,,,,
48181,Accessories,Bags,Handbags,,,,,,,
28858,Apparel,Topwear,Tshirts,,,,,,,
13219,Apparel,Topwear,Shirts,,,,,,,
14800,Accessories,Bags,Handbags,,,,,,,
39324,Apparel,Bottomwear,Shorts,,,,,,,
56289,Apparel,Innerwear,Bra,,,,,,,
